time , pgn , destination , source , priority , data,

010.489063, 60928, 255, 10, 6, FF FF FF FF 00 FF FE 80 
010.509063, 60928, 255, 71, 6, 4D 74 30 04 00 34 02 20 
010.530044, 60928, 255, 6, 6, 4D 74 30 04 00 0E 00 20 
010.538012, 60928, 255, 3, 6, 4D 74 30 04 00 03 02 20 
010.567995, 60928, 255, 0, 6, 56 F5 29 04 00 00 02 20 
010.760887, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
010.790869, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
010.802865, 61184, 255, 0, 6, 64 10 0B 0B 00 00 00 7D 
010.816852, 65247, 255, 0, 6, 7D FC 1C FF FF FF FF FF 
010.866824, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
010.886840, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
010.914797, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
010.948796, 65263, 255, 0, 6, FF FF FF FE FF FF FF FA 
010.975761, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
010.991752, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
011.005744, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
011.021736, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
011.051720, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
011.067709, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
011.099711, 65266, 255, 0, 6, 00 00 FF FF FF FF FF FF 
011.117680, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
011.137699, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
011.161657, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
011.178676, 61184, 6, 0, 6, 64 0E 0D 02 FF FF FF FF 
011.192637, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
011.212625, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
011.239622, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
011.256603, 61184, 255, 0, 6, 64 10 0B 0B 00 00 00 7D 
011.288581, 65270, 255, 0, 6, FF 00 4B FF 00 FF FF FF 
011.326592, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
011.349550, 61184, 250, 0, 6, 64 01 FF 00 00 FF FF FF 
011.366569, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
011.381528, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
011.411511, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
011.426510, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
011.445493, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
011.476503, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
011.509471, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
011.537456, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
011.554461, 65266, 255, 0, 6, 00 00 FF FF FF FF FF FF 
011.586443, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
011.602403, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
011.614397, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
011.635398, 61184, 6, 0, 6, 64 0E 17 06 FF FF FF FF 
011.652373, 126720, 6, 3, 3, 01 01 FF FF FF FF FF F5 
011.684370, 61184, 0, 6, 1, 64 15 10 F0 00 00 93 0E 
011.702374, 0, 0, 6, 3, 30 FF FF FF F8 FF FF FF 
011.726332, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
011.740353, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
011.773333, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
011.790297, 60928, 255, 0, 6, 56 F5 29 04 00 00 02 20 
011.802317, 61184, 255, 0, 6, 64 10 0B 0B 00 00 00 7D 
011.849297, 126720, 6, 71, 3, 01 04 FF FF FF FF FF F1 
011.895265, 0, 40, 124, 4, 1E 00 00 00 1E 00 00 00 
011.927246, 0, 40, 104, 4, 
011.964225, 0, 55, 180, 4, 
011.978192, 1280, 4, 180, 0, 
011.989183, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
012.027161, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
012.037153, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
012.058143, 65262, 255, 0, 6, 52 43 FF FF FF FF FF FF 
012.067138, 126720, 6, 3, 3, 01 01 FF FF FF FF FF F5 
012.083127, 61184, 0, 6, 1, 64 15 10 F0 00 00 93 0E 
012.099118, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
012.114123, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
012.161097, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
012.176086, 126720, 6, 3, 3, 01 01 FF FF FF FF FF F5 
012.208085, 61184, 0, 6, 1, 64 15 10 F0 00 00 93 0E 
012.224048, 65097, 255, 71, 3, FF FF FF FF FF FF FF FF 
012.242052, 65091, 255, 71, 3, FF FF FF FF FF FF FF FF 
012.271031, 65092, 255, 71, 3, 00 00 FF FF 3F FF FF FF 
012.287012, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
012.304030, 65247, 255, 0, 6, 7D 26 1D FF FF FF FF FF 
012.338010, 60928, 255, 0, 6, 56 F5 29 04 00 00 02 20 
012.402946, 65251, 255, 0, 255, 20 1C DD 68 42 DC A0 0F D5 8D 20 E3 7A 31 F1 C0 44 FF FF 04 01 20 4E 00 01 FA C9 FA C0 5D 00 00 FF FF 
012.413940, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
012.428930, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
012.441923, 65266, 255, 0, 6, 00 00 FF FF FF FF FF FF 
012.457914, 126720, 6, 3, 3, 01 01 FF FF FF FF FF F5 
012.473905, 61184, 0, 6, 1, 64 15 10 F0 00 00 93 0E 
012.505900, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
012.519913, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
012.538870, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
012.551884, 61184, 6, 0, 6, 64 0E 21 00 FF FF FF FF 
012.570902, 126720, 6, 3, 3, 01 01 FF FF FF FF FF F5 
012.584877, 61184, 0, 6, 1, 64 15 10 F0 00 00 93 0E 
012.600835, 65265, 255, 71, 6, FF 00 00 FF FF FF FF FF 
012.618845, 61445, 255, 3, 6, FF FF FF FF FF FF FF FF 
012.646822, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
012.661797, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
012.678786, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
012.709769, 61184, 255, 0, 6, 64 10 0B 0B 00 00 00 7D 
012.723764, 65271, 255, 0, 6, FF FF FF FF FF FF A0 00 
012.754758, 126720, 6, 71, 3, 01 04 FF FF FF FF FF F1 
012.776743, 0, 40, 104, 4, 
012.788725, 0, 55, 180, 4, 
012.849690, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
012.865695, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
012.879673, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
012.900660, 126720, 6, 3, 3, 01 01 FF FF FF FF FF F5 
012.911655, 61184, 0, 6, 1, 64 15 10 F0 00 00 93 0E 
012.946662, 65097, 255, 71, 3, FF FF FF FF FF FF FF FF 
012.959655, 65091, 255, 71, 3, FF FF FF FF FF FF FF FF 
012.976618, 65092, 255, 71, 3, 00 00 FF FF 3F FF FF FF 
012.997633, 65534, 255, 6, 3, 5C 27 1D 27 1D FF FF FF 
013.008627, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
013.020622, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
013.040583, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
013.069564, 126720, 6, 3, 3, 01 01 FF FF FF FF FF F5 
013.083555, 61184, 0, 6, 1, 64 15 10 F0 00 00 93 0E 
013.098549, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
013.134542, 60928, 255, 71, 6, 4D 74 30 04 00 34 02 20 
013.153529, 60928, 255, 6, 6, 4D 74 30 04 00 0E 00 20 
013.163512, 60928, 255, 3, 6, 4D 74 30 04 00 03 02 20 
013.192527, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
013.207496, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
013.228476, 65266, 255, 0, 6, 00 00 FF FF FF FF FF FF 
013.254470, 126720, 6, 3, 3, 01 01 FF FF FF FF FF F5 
013.273481, 61184, 0, 6, 1, 64 15 10 F0 00 00 93 0E 
013.289438, 65265, 255, 71, 6, FF 00 00 FF FF FF FF FF 
013.326444, 61445, 255, 3, 6, FF FF FF FF FF FF FF FF 
013.337437, 61444, 255, 0, 3, F0 FF 7D 00 00 FF FF FF 
013.351404, 61443, 255, 0, 3, FF 00 00 FF 06 FF FF FF 
013.381413, 61184, 255, 0, 3, 64 06 00 7D FF FF FF FF 
